#! FIELDS dist coord log_targetdist
#! SET min_dist 0.2
#! SET max_dist 0.7
#! SET nbins_dist  301
#! SET periodic_dist false
#! SET min_coord 2.5
#! SET max_coord 7.5
#! SET nbins_coord  301
#! SET periodic_coord false
    0.200000000    2.500000000    1.386168097
    0.201666667    2.500000000    1.456098461
    0.203333333    2.500000000    1.523936329
    0.205000000    2.500000000    1.588072351
    0.206666667    2.500000000    1.647206102
    0.208333333    2.500000000    1.700246814
    0.210000000    2.500000000    1.745562098
    0.211666667    2.500000000    1.781467145
    0.213333333    2.500000000    1.806458425
    0.215000000    2.500000000    1.819862838
    0.216666667    2.500000000    1.822173547
    0.218333333    2.500000000    1.814162336
    0.220000000    2.500000000    1.796894786
    0.221666667    2.500000000    1.771485833
    0.223333333    2.500000000    1.738849657
    0.225000000    2.500000000    1.700223050
    0.226666667    2.500000000    1.657037606
    0.228333333    2.500000000    1.610121713
    0.230000000    2.500000000    1.559976091
    0.231666667    2.500000000    1.507033677
    0.233333333    2.500000000    1.451680588
    0.235000000    2.500000000    1.394848674
    0.236666667    2.500000000    1.337597022
    0.238333333    2.500000000    1.280711508
    0.240000000    2.500000000    1.224822465
    0.241666667    2.500000000    1.170173286
    0.243333333    2.500000000    1.116937734
    0.245000000    2.500000000    1.065412188
    0.246666667    2.500000000    1.015663529
    0.248333333    2.500000000    0.967564472
    0.250000000    2.500000000    0.920968281
    0.251666667    2.500000000    0.875770231
    0.253333333    2.500000000    0.832345805
    0.255000000    2.500000000    0.791328251
    0.256666667    2.500000000    0.753283866
    0.258333333    2.500000000    0.718779378
    0.260000000    2.500000000    0.688115632
    0.261666667    2.500000000    0.661544153
    0.263333333    2.500000000    0.639474856
    0.265000000    2.500000000    0.621951654
    0.266666667    2.500000000    0.608794105
    0.268333333    2.500000000    0.599750075
    0.270000000    2.500000000    0.594416478
    0.271666667    2.500000000    0.592530689
    0.273333333    2.500000000    0.593997051
    0.275000000    2.500000000    0.598624168
    0.276666667    2.500000000    0.606083660
    0.278333333    2.500000000    0.615965455
    0.280000000    2.500000000    0.627806581
    0.281666667    2.500000000    0.641211369
    0.283333333    2.500000000    0.655756754
    0.285000000    2.500000000    0.670934051
    0.286666667    2.500000000    0.686255721
    0.288333333    2.500000000    0.701261618
    0.290000000    2.500000000    0.715730922
    0.291666667    2.500000000    0.729720645
    0.293333333    2.500000000    0.743347928
    0.295000000    2.500000000    0.756752830
    0.296666667    2.500000000    0.770040080
    0.298333333    2.500000000    0.783267709
    0.300000000    2.500000000    0.796584568
    0.301666667    2.500000000    0.810130964
    0.303333333    2.500000000    0.823952059
    0.305000000    2.500000000    0.838059084
    0.306666667    2.500000000    0.852411936
    0.308333333    2.500000000    0.867016747
    0.310000000    2.500000000    0.881979199
    0.311666667    2.500000000    0.897387213
    0.313333333    2.500000000    0.913294976
    0.315000000    2.500000000    0.929659532
    0.316666667    2.500000000    0.946335425
    0.318333333    2.500000000    0.963185569
    0.320000000    2.500000000    0.980065424
    0.321666667    2.500000000    0.996820290
    0.323333333    2.500000000    1.013304674
    0.325000000    2.500000000    1.029335904
    0.326666667    2.500000000    1.044766850
    0.328333333    2.500000000    1.059519260
    0.330000000    2.500000000    1.073532247
    0.331666667    2.500000000    1.086771427
    0.333333333    2.500000000    1.099196228
    0.335000000    2.500000000    1.110725301
    0.336666667    2.500000000    1.121284129
    0.338333333    2.500000000    1.130849762
    0.340000000    2.500000000    1.139425152
    0.341666667    2.500000000    1.147039546
    0.343333333    2.500000000    1.153743975
    0.345000000    2.500000000    1.159594707
    0.346666667    2.500000000    1.164645506
    0.348333333    2.500000000    1.168956684
    0.350000000    2.500000000    1.172615086
    0.351666667    2.500000000    1.175693922
    0.353333333    2.500000000    1.178245228
    0.355000000    2.500000000    1.180331393
    0.356666667    2.500000000    1.181996484
    0.358333333    2.500000000    1.183294607
    0.360000000    2.500000000    1.184297792
    0.361666667    2.500000000    1.185069404
    0.363333333    2.500000000    1.185658068
    0.365000000    2.500000000    1.186076903
    0.366666667    2.500000000    1.186317660
    0.368333333    2.500000000    1.186368860
    0.370000000    2.500000000    1.186210319
    0.371666667    2.500000000    1.185831771
    0.373333333    2.500000000    1.185219732
    0.375000000    2.500000000    1.184346425
