#! FIELDS time dist coord ves.bias ves.force2 uwall.bias uwall.force2
 500.000000 0.317636 4.230707 -3.038917 21319.877683 0.000000 0.000000
 500.250000 0.284287 4.121770 2.851945 46303.715125 0.000000 0.000000
 500.500000 0.245697 3.999878 -8.342183 542457.421414 0.000000 0.000000
 500.750000 0.274414 4.060806 4.429664 4917.884249 0.000000 0.000000
 501.000000 0.273748 4.047385 4.470621 2761.753999 0.000000 0.000000
 501.250000 0.282396 4.260069 3.260296 41896.016924 0.000000 0.000000
 501.500000 0.351922 5.075361 -6.409246 4125.600332 0.000000 0.000000
 501.750000 0.327230 5.016373 -4.277310 12275.256250 0.000000 0.000000
 502.000000 0.306701 4.676245 -1.281434 29172.729162 0.000000 0.000000
 502.250000 0.255655 4.731895 -1.024937 450627.234544 0.000000 0.000000
 502.500000 0.269098 4.197414 4.386523 10503.329371 0.000000 0.000000
 502.750000 0.325012 4.898072 -4.016060 14565.411711 0.000000 0.000000
 503.000000 0.300838 4.726723 -0.252537 30036.219327 0.000000 0.000000
 503.250000 0.309311 4.747530 -1.703946 27421.572204 0.000000 0.000000
 503.500000 0.320766 4.794671 -3.457691 19141.051309 0.000000 0.000000
 503.750000 0.311944 4.678035 -2.133671 25793.070875 0.000000 0.000000
 504.000000 0.293530 4.703363 1.017512 32370.577186 0.000000 0.000000
 504.250000 0.252765 3.831027 -3.044097 532870.950278 0.000000 0.000000
 504.500000 0.292095 4.022065 1.287640 34516.654092 0.000000 0.000000
 504.750000 0.302591 3.971076 -0.539920 30545.715075 0.000000 0.000000
 505.000000 0.303147 4.033018 -0.637117 30609.772065 0.000000 0.000000
 505.250000 0.290581 4.484839 1.581284 37084.926385 0.000000 0.000000
 505.500000 0.384227 4.958940 -7.167381 795.644852 0.000000 0.000000
 505.750000 0.407175 5.120189 -5.594267 7535.550436 0.000000 0.000000
 506.000000 0.463222 5.034130 -0.442284 7321.469598 0.000000 0.000000
 506.250000 0.365227 4.623549 -7.066713 1105.885700 0.000000 0.000000
 506.500000 0.442399 4.684841 -2.746425 12711.859796 0.000000 0.000000
 506.750000 0.452008 6.281825 -1.624097 13427.867563 0.000000 0.000000
 507.000000 0.451892 5.857414 -1.637560 13462.009377 0.000000 0.000000
 507.250000 0.423043 5.675803 -4.416310 4589.347305 0.000000 0.000000
 507.500000 0.450314 6.277636 -1.835268 13762.544298 0.000000 0.000000
 507.750000 0.446408 5.862198 -2.295535 13797.008938 0.000000 0.000000
 508.000000 0.394070 5.730794 -6.685310 4777.052870 0.000000 0.000000
 508.250000 0.445899 5.062653 -2.359165 13604.865259 0.000000 0.000000
 508.500000 0.387846 5.472860 -7.050048 2029.118939 0.000000 0.000000
 508.750000 0.387787 5.913227 -7.052719 2004.437587 0.000000 0.000000
 509.000000 0.427033 6.210416 -4.142243 4990.992124 0.000000 0.000000
 509.250000 0.440225 6.315825 -2.999074 11423.418152 0.000000 0.000000
 509.500000 0.361980 6.187009 -6.947438 1738.068688 0.000000 0.000000
 509.750000 0.427606 5.360531 -4.100004 5119.784356 0.000000 0.000000
 510.000000 0.300238 4.934947 -0.093174 29235.072991 0.000000 0.000000
 510.250000 0.318282 4.267787 -3.050060 21660.870701 0.000000 0.000000
 510.500000 0.253973 4.078075 -2.147611 501774.029352 0.000000 0.000000
 510.750000 0.255635 4.102764 -1.000420 450024.678102 0.000000 0.000000
 511.000000 0.278641 4.014681 3.989658 24198.595259 0.000000 0.000000
